DATE,Month,Number,TL,FL,SL,WGHT,SEX,Gross Mat,AGE,M_CODE,gonad wt,OFBW,GSI,maturity,source
4/21/2005,4,AP163,514,458,396,2066.1,1,9,5,,0.7,2065.4,0.03389174,1,gcrl
4/13/2006,4,AP251,443,403,347,1526,1,11,4,6,1.2,1524.8,0.078698846,1,gcrl
4/2/2007,4,AP320,407,370,326,1140.6,1,5,,,1.6,1139,0.1404741,1,gcrl
4/16/2007,4,AP333,479,435,387,1810.6,1,6,,,5.3,1805.3,0.293580014,1,gcrl
4/16/2007,4,AP334,442,399,345,1436.1,1,6,,,5.3,1430.8,0.370422141,1,gcrl
4/16/2007,4,AP335,454,402,370,1621.2,1,9,,,4.8,1616.4,0.296956199,1,gcrl
4/16/2007,4,AP337,450,399,358,1847.2,1,6,,,4,1843.2,0.217013889,1,gcrl
4/16/2007,4,AP338,484,435,376,2024.4,1,6,,,4.2,2020.2,0.207900208,1,gcrl
4/8/2004,4,AP078,445,403,349,1492.4,1,8,5,5,1.4,1491,0.093896714,1,gcrl
4/20/2005,4,AP161,373,340,294,875.7,1,8,4,,2.2,873.5,0.251860332,1,gcrl
4/28/2005,4,AP165,425,391,330,1195.1,1,8,4,,1.2,1193.9,0.100510931,1,gcrl
4/3/2006,4,AP245,446,401,350,1514.1,1,8,4,5,1.4,1512.7,0.092549745,1,gcrl
4/3/2006,4,AP247,440,395,345,1578.3,1,8,3,5,2.3,1576,0.145939086,1,gcrl
4/13/2006,4,AP250,427,384,327,1255.5,1,8,5,5,1,1254.5,0.079713033,1,gcrl
4/16/2007,4,AP331,503,455,394,2321.2,1,6,,,5.6,2315.6,0.241837969,,gcrl
4/17/2007,4,AP342,496,453,397,2157.2,1,8,,,7.6,2149.6,0.35355415,,gcrl
4/20/2007,4,AP347,468,425,375,1726.9,1,9,,,2.6,1724.3,0.150785826,,gcrl
4/20/2007,4,AP350,472,432,380,1818.7,1,8,,,2.2,1816.5,0.121112029,,gcrl
4/20/2007,4,AP351,490,439,385,2001.3,1,9,,,3.8,1997.5,0.190237797,,gcrl
5/7/2004,5,AP086,397,360,304,1017.9,1,4,5,5,2.6,1015.3,0.256081946,1,gcrl
5/7/2004,5,AP087,411,373,317,1197.1,1,8,4,3,0.3,1196.8,0.025066845,1,gcrl
5/16/2005,5,AP166,405,370,318,1086.1,1,11,4,,1,1085.1,0.092157405,1,gcrl
5/30/2006,5,AP260,371,333,283,918.6,1,11,3,4,0.3,918.3,0.032669062,1,gcrl
5/30/2006,5,AP261,415,374,319,1265,1,11,3,4,0.5,1264.5,0.039541321,1,gcrl
6/23/2005,6,AP167,295,274,236,447.4,1,11,2,,0.1,447.3,0.02235636,1,gcrl
6/23/2005,6,AP169,434,390,342,1289.1,1,10,8,,0.8,1288.3,0.062097338,1,gcrl
6/28/2005,6,AP170,276,255,214,381.2,1,,2,,0.1,381.1,0.026239832,1,gcrl
6/30/2005,6,AP172,427,388,338,1317.4,1,9,2,,1.1,1316.3,0.083567576,1,gcrl
7/30/2004,7,AP095,360,330,284,855.7,1,11,2,5,0.5,855.2,0.058465856,1,gcrl
7/3/2005,7,AP177,503,457,396,2167.3,1,9,5,,3.5,2163.8,0.161752473,1,gcrl
7/22/2005,7,AP178,416,378,325,1217.7,1,11,8,,0.7,1217,0.057518488,1,gcrl
7/27/2005,7,AP179,94,81,54,131.3,1,1,1,,0,131.3,,,gcrl
8/3/2004,8,AP096,392,353,304,959.1,1,11,2,6,1,958.1,0.104373239,1,gcrl
8/9/2004,8,AP102,294,265,227,390.4,1,1,2,4,0.4,390,0.102564103,1,gcrl
9/1/2004,9,AP103,340,308,261,696,1,11,5,3,0.4,695.6,0.057504313,1,gcrl
9/6/2006,9,AP265,401,358,306,1063.9,1,11,4,4,0.1,1063.8,0.009400263,1,gcrl
9/21/2006,9,AP266,423,383,332,1300,1,11,3,4,1,1299,0.076982294,1,gcrl
9/30/2004,9,AP108,420,380,334,1243.7,1,2,4,5,7.4,1236.3,0.59856022,1,gcrl
10/20/2004,10,AP110,385,349,300,982.7,1,2,4,4,0.8,981.9,0.081474692,1,gcrl
10/27/2005,10,AP191,417,373,320,1423.8,1,6,2,,1.2,1422.6,0.084352594,1,gcrl
10/21/2004,10,AP112,359,325,274,689.8,1,2,4,5,0.8,689,0.116110305,1,gcrl
10/21/2004,10,AP113,400,374,321,1011.8,1,3,5,4,0.05,1011.75,0.004941932,1,gcrl
10/29/2004,10,AP115,360,329,280,903.6,1,2,2,5,2.5,901.1,0.277438686,1,gcrl
10/29/2004,10,AP116,272,247,212,367.1,1,1,1,6,0.4,366.7,0.109080993,1,gcrl
10/27/2005,10,AP187,382,348,304,864.8,1,6,3,,1,863.8,0.115767539,1,gcrl
10/27/2005,10,AP192,345,312,269,742.5,1,4,2,,0.8,741.7,0.107860321,1,gcrl
10/31/2005,10,AP193,451,410,354,1533.4,1,2,6,,0.4,1533,0.026092629,1,gcrl
10/31/2005,10,AP195,357,321,275,910.9,1,2,2,,0.1,910.8,0.010979359,1,gcrl
11/29/2004,11,AP128,425,389,336,1348.6,1,2,5,4,0.6,1348,0.044510386,1,gcrl
11/4/2004,11,AP117,263,238,201,300.4,1,1,2,5,0.05,300.35,0.016647245,1,gcrl
11/29/2004,11,AP119,415,378,331,1273.5,1,3,3,6,0.3,1273.2,0.023562677,1,gcrl
11/29/2004,11,AP123,375,336,291,948.2,1,2,5,5,0.6,947.6,0.063317856,1,gcrl
11/29/2004,11,AP124,405,368,312,1210,1,2,2,5,0.5,1209.5,0.041339396,1,gcrl
11/29/2004,11,AP125,416,375,324,1235.7,1,2,2,6,0.5,1235.2,0.040479275,1,gcrl
11/29/2004,11,AP126,411,370,323,1072.5,1,2,4,6,0.4,1072.1,0.037309952,1,gcrl
11/30/2005,11,AP201,465,421,362,1709.4,1,2,6,,0.4,1709,0.0234055,1,gcrl
11/30/2005,11,AP203,528,480,422,2598.4,1,2,6,,0.6,2597.8,0.023096466,1,gcrl
11/29/2004,11,AP118,395,357,310,1026.6,1,3,3,6,0.7,1025.9,0.068232771,,gcrl
12/6/2004,12,AP141,295,270,231,404.7,1,2,3,,0.2,404.5,0.049443758,1,gcrl
12/15/2003,12,AP001,375,340,287,987.1,1,4,3,4,2.3,984.8,0.233549959,1,gcrl
12/16/2003,12,AP004,384,348,296,1020.2,1,4,3,5,3,1017.2,0.294927251,1,gcrl
12/16/2003,12,AP005,405,365,312,1059.6,1,4,4,6,3.2,1056.4,0.302915562,1,gcrl
12/16/2003,12,AP006,448,408,350,1477.7,1,3,3,4,1.8,1475.9,0.121959482,1,gcrl
12/17/2003,12,AP008,454,406,352,1772.7,1,6,4,6,8,1764.7,0.453334844,1,gcrl
12/17/2003,12,AP010,461,413,361,1676.5,1,4,4,6,6,1670.5,0.3591739,1,gcrl
12/17/2003,12,AP012,416,375,323,1211.2,1,2,3,5,1.4,1209.8,0.115721607,1,gcrl
12/17/2003,12,AP014,484,437,380,1692.3,1,2,4,6,1.2,1691.1,0.07095973,1,gcrl
12/3/2004,12,AP132,445,406,354,1523.6,1,2,4,,1.7,1521.9,0.111702477,1,gcrl
12/3/2004,12,AP133,416,372,330,1259.2,1,2,4,,1.6,1257.6,0.127226463,1,gcrl
12/6/2004,12,AP136,395,360,311,1006.7,1,2,4,,0.1,1006.6,0.009934433,1,gcrl
12/6/2004,12,AP137,472,415,364,1774.7,1,2,3,,0.5,1774.2,0.028181716,1,gcrl
12/6/2004,12,AP138,424,385,330,1244.4,1,2,4,,0.1,1244.3,0.008036647,1,gcrl
12/12/2005,12,AP208,335,301,262,625.4,1,2,2,,0.2,625.2,0.031989763,1,gcrl
12/13/2005,12,AP209,477,439,378,1894.9,1,2,5,,0.5,1894.4,0.026393581,1,gcrl
12/20/2005,12,AP211,483,446,405,2361.8,1,3,5,,8.2,2353.6,0.348402447,1,gcrl
12/20/2005,12,AP212,441,404,356,1413.3,1,2,6,,1.6,1411.7,0.113338528,1,gcrl
12/20/2005,12,AP214,542,491,448,2650.7,1,2,3,,,2650.7,,1,gcrl
12/20/2005,12,AP215,446,406,360,1334.8,1,2,6,,0.8,1334,0.059970015,1,gcrl
12/15/2006,12,AP270,498,448,392,2340,1,3,3,4,1.3,2338.7,0.055586437,1,gcrl
12/15/2006,12,AP272,474,425,372,1760,1,3,3,5,0.5,1759.5,0.028417164,1,gcrl
12/17/2003,12,AP009,482,441,386,2027,1,8,4,6,4.5,2022.5,0.22249691,1,gcrl
12/3/2004,12,AP134,524,475,415,2205.6,1,2,5,,1.1,2204.5,0.049897936,1,gcrl
12/6/2004,12,AP135,325,294,245,580.2,1,2,2,,0.1,580.1,0.017238407,1,gcrl
12/6/2004,12,AP140,260,235,200,316.4,1,1,1,,0.1,316.3,0.031615555,1,gcrl
12/13/2005,12,AP210,430,385,334,1342.8,1,2,5,,0.2,1342.6,0.01489647,,gcrl
1/15/2006,,DSH00001,340,300,266,653,1,,2,4,1,,,,dmr_ij
2/22/2006,,,284,255,225,412,3,,,,,,,,dmr_ij
2/22/2006,,,420,375,334,1330,2,,,,15,,,,dmr_ij
5/3/2006,,,543,492,434,2630,1,,,,5,,,,dmr_ij
5/23/2006,,DSH00002,235,218,180,232,3,,2,3,,,,,dmr_ij
7/27/2006,,,200,181,161,166,3,,,,,,,,dmr_ij
11/16/2006,,DSH00003,325,302,254,607,2,,1,4,,,,,dmr_ij
1/9/2007,,,320,295,254,621,3,,,,,,,,dmr_ij
3/19/2007,,,535,495,425,3407,2,,,,338,,,,dmr_ij
4/25/2007,,,288,262,222,440,2,,,,,,,,dmr_ij
4/26/2007,,,231,212,184,220,3,,,,,,,,dmr_ij
4/26/2007,,,311,284,258,569,3,,,,,,,,dmr_ij
7/26/2007,,DSH7022,235,210,190,235,2,,2,2,,,,,dmr_ij
9/27/2007,,,408,381,337,1554,1,,,,,,,,dmr_ij
11/26/2007,,,466,417,356,1849,2,,,,4,,,,dmr_ij
12/12/2007,,,372,340,291,918,2,,,,,,,,dmr_ij
12/12/2007,,,400,363,308,1103,2,,,,,,,,dmr_ij
12/21/2007,,,334,334,289,427,2,,,,,,,,dmr_ij
1/17/2008,,,409,371,324,1175,2,,,,,,,,dmr_ij
3/13/2008,,,349,315,281,729,3,,,,,,,,dmr_ij
4/9/2008,,,360,334,279,740,2,,,,,,,,dmr_ij
4/15/2008,,,478,448,401,2178,2,,,,39,,,,dmr_ij
4/16/2008,,,260,235,209,284,3,,,,,,,,dmr_ij
4/16/2008,,,274,250,220,341,3,,,,,,,,dmr_ij
6/23/2008,,,177,165,137,118,2,,,,,,,,dmr_ij
7/17/2008,,,427,390,340,1363,2,11,,,,,,,dmr_ij
8/21/2008,,,198,178,162,160,3,1,,,,,,,dmr_ij
8/21/2008,,,235,217,195,267,3,,,,,,,,dmr_ij
9/17/2008,,,307,281,245,539,3,,,,,,,,dmr_ij
12/8/2008,,DSH8216,456,409,370,1498,1,1,6,3,,,,,dmr_ij
12/8/2008,,DSH8217,416,377,342,1215,1,5,3,3,,,,,dmr_ij
12/8/2008,,DSH8218,458,416,390,1659,2,2,5,3,19,,,,dmr_ij
2/18/2009,,,401,362,335,1086,2,2,,,,,,,dmr_ij
2/18/2009,,,455,413,380,1701,2,3,,,44,,,,dmr_ij
3/10/2009,,,443,418,356,1698,1,,,,,,,,dmr_ij
3/10/2009,,,459,442,364,1789,1,,,,,,,,dmr_ij
4/9/2009,,,315,287,248,527,3,,,,,,,,dmr_ij
4/9/2009,,,327,295,256,592,2,2,,,,,,,dmr_ij
6/25/2009,,,280,252,226,401,1,1,,,,,,,dmr_ij
7/17/2009,,,190,171,146,122,3,5,,,,,,,dmr_ij
8/27/2009,,,343,307,273,710,2,5,,,,,,,dmr_ij
9/22/2009,,,505,469,414,2090,2,2,,,14,,,,dmr_ij
9/22/2009,,,354,331,285,760,2,2,,,4,,,,dmr_ij
9/24/2009,,,208,189,168,169,2,5,,,,,,,dmr_ij
10/8/2009,,,255,213,185,242,1,5,,,,,,,dmr_ij
10/8/2009,,,212,192,167,188,2,5,,,,,,,dmr_ij
10/16/2009,,,231,214,183,229,2,5,,,,,,,dmr_ij
10/16/2009,,,285,261,226,386,2,5,,,,,,,dmr_ij
10/16/2009,,,361,328,277,688,2,5,,,,,,,dmr_ij
10/16/2009,,,326,293,252,501,2,5,,,,,,,dmr_ij
10/20/2009,,,404,369,317,1169,2,,,,,,,,dmr_ij
11/13/2009,,,223,203,170,190,2,5,,,,,,,dmr_ij
11/13/2009,,,252,235,197,323,3,5,,,,,,,dmr_ij
12/8/2009,,,505,455,402,2416,1,1,,,,,,,dmr_ij
1/20/2010,,IDSH10002,238,222,184,237,1,2,1,4,,,,,dmr_ij
1/20/2010,,IDSH10001,272,246,212,329,2,2,2,4,2,,,,dmr_ij
2/22/2010,,IDSH10004,356,319,291,872,1,2,5,4,,,,,dmr_ij
2/22/2010,,IDSH10003,467,410,370,2099,1,2,5,4,,,,,dmr_ij
2/23/2010,,IDSH10007,435,391,360,1371,2,2,2,4,16,,,,dmr_ij
2/23/2010,,IDSH10006,388,350,319,953,3,,3,4,,,,,dmr_ij
2/23/2010,,IDSH10005,474,425,386,1849,1,,4,4,,,,,dmr_ij
3/11/2010,,IDSH10008,398,363,333,1142,2,,2,4,,,,,dmr_ij
4/7/2010,,IDSH10009,304,276,241,976,2,5,2,4,,,,,dmr_ij
4/8/2010,,IDSH10010,358,318,283,856,2,3,2,4,53,,,,dmr_ij
4/16/2010,,,439,397,362,1536,2,5,,,,,,,dmr_ij
9/14/2010,,,512,463,405,2299,2,1,,,,,,,dmr_ij
10/7/2010,,IDSH10011,580,529,455,3919,3,,12,4,,,,,dmr_ij
12/1/2010,,IDSH10012,317,290,261,590,2,2,2,3,4,,,,dmr_ij
12/2/2010,,IDSH10013,327,295,262,578,2,5,2,4,,,,,dmr_ij
1/10/2011,,,296,270,233,407,2,5,,,,,,,dmr_ij
2/8/2011,,IDSH11001,263,236,201,211,2,5,2,1,,,,,dmr_ij
3/7/2011,,IDSH11002,417,375,334,1159,2,5,2,4,,,,,dmr_ij
3/7/2011,,IDSH11003,339,302,271,631,2,5,0,4,,,,,dmr_ij
3/7/2011,,IDSH11004,231,210,188,228,2,,2,2,,,,,dmr_ij
5/12/2011,,,191,176,152,143,2,5,,,,,,,dmr_ij
7/19/2011,,IDSH11005,378,339,304,952,2,2,2,2,4,,,,dmr_ij
10/13/2011,,IDSH11006,258,235,210,345,1,5,1,4,,,,,dmr_ij
11/18/2011,,,380,380,305,1120,1,2,,,,,,,dmr_ij
11/18/2011,,IDSH11012,280,253,220,407,1,2,1,4,,,,,dmr_ij
11/18/2011,,IDSH11008,292,267,232,511,2,2,1,4,,,,,dmr_ij
11/18/2011,,IDSH11009,297,270,233,510,1,2,1,4,,,,,dmr_ij
11/18/2011,,IDSH11011,358,324,285,902,1,2,1,4,,,,,dmr_ij
11/18/2011,,IDSH11010,366,325,280,767,2,2,2,4,,,,,dmr_ij
12/7/2011,,,409,376,343,1180,1,3,,,,,,,dmr_ij
12/7/2011,,,360,325,284,775,2,,,,,,,,dmr_ij
12/7/2011,,,366,329,302,852,1,,,,,,,,dmr_ij
12/7/2011,,IDSH11014,367,332,298,887,2,,3,4,,,,,dmr_ij
12/7/2011,,IDSH11016,374,343,310,914,2,,4,4,,,,,dmr_ij
12/7/2011,,IDSH11017,380,338,307,906,1,,4,4,,,,,dmr_ij
12/7/2011,,IDSH11015,387,348,318,1067,2,,3,4,,,,,dmr_ij
12/7/2011,,,430,384,350,1334,1,,,,,,,,dmr_ij
12/7/2011,,IDSH11019,404,369,342,1182,1,,4,4,,,,,dmr_ij
12/12/2011,,,411,370,336,1124,2,1,,,,,,,dmr_ij
12/12/2011,,,412,373,331,1159,2,2,,,,,,,dmr_ij
12/12/2011,,,427,388,352,1358,2,1,,,,,,,dmr_ij
12/12/2011,,,456,414,381,1643,2,2,,,,,,,dmr_ij
12/12/2011,,,479,433,394,1706,2,1,,,,,,,dmr_ij
1/5/2012,,IDSH12001,201,185,154,142,2,5,0,4,,,,,dmr_ij
1/5/2012,,IDSH12002,223,216,174,221,2,,0,4,,,,,dmr_ij
2/8/2012,,IDSH12003,294,268,238,466,1,5,1,4,,,,,dmr_ij
2/9/2012,,,309,275,241,517,2,5,,,,,,,dmr_ij
2/14/2012,,IDSH12004,430,387,342,1425,2,5,,,,,,,dmr_ij
3/9/2012,,IDSH12005,379,338,306,938,1,3,2,4,43,,,,dmr_ij
3/9/2012,,IDSH12006,415,379,344,1371,2,3,5,2,77,,,,dmr_ij
4/19/2012,,IDSH12007,296,268,235,485,2,,,,,,,,dmr_ij
6/6/2012,,IDSH12009,275,249,222,362,2,5,,,,,,,dmr_ij
6/6/2012,,IDSH12008,297,267,241,472,2,5,,,,,,,dmr_ij
7/24/2012,,IDSH12010,238,216,186,275,2,5,,,,,,,dmr_ij
7/25/2012,,IDSH12013,235,230,182,235,2,5,1,3,,,,,dmr_ij
7/25/2012,,IDSH12014,255,244,202,326,2,5,2,3,,,,,dmr_ij
7/25/2012,,IDSH12011,335,304,259,699,2,5,1,3,,,,,dmr_ij
7/25/2012,,IDSH12012,262,237,201,345,2,5,1,4,,,,,dmr_ij
8/21/2012,,IDSH12015,214,203,173,203,2,5,1,3,,,,,dmr_ij
11/19/2012,,IDSH12016,457,415,382,1633,2,,3,3,,,,,dmr_ij
1/23/2013,,IDSH13002,528,476,404,2658,2,2,7,4,40,,,,dmr_ij
1/23/2013,,IDSH13001,278,254,221,333,2,5,1,4,,,,,dmr_ij
1/29/2013,,IDSH13003,454,412,369,1555,2,5,6,3,,,,,dmr_ij
1/29/2013,,IDSH13004,466,424,380,1665,2,2,4,4,20,,,,dmr_ij
2/26/2013,,IDSH13006,357,330,282,808,1,4,2,1,,,,,dmr_ij
2/26/2013,,IDSH13007,416,377,337,1295,2,2,4,1,,,,,dmr_ij
2/26/2013,,IDSH13005,475,429,364,1891,1,4,5,4,,,,,dmr_ij
2/27/2013,,IDSH13008,320,292,258,542,2,5,1,4,,,,,dmr_ij
3/14/2013,,IDSH13009,472,429,400,2071,1,3,6,1,26,,,,dmr_ij
3/14/2013,,IDSH13010,444,404,387,1704,2,2,5,1,54,,,,dmr_ij
3/14/2013,,IDSH13011,457,408,373,1800,2,2,6,3,37,,,,dmr_ij
3/14/2013,,IDSH13012,400,362,321,1156,1,3,3,4,19,,,,dmr_ij
3/14/2013,,,471,428,389,1887,2,2,,,22,,,,dmr_ij
3/14/2013,,,472,427,389,2238,2,3,,,84,,,,dmr_ij
3/14/2013,,,427,398,349,1491,1,3,,,34,,,,dmr_ij
3/27/2013,,IDSH13013,389,360,297,1118,2,3,3,4,90,,,,dmr_ij
4/16/2013,,IDSH13014,250,229,196,267,3,5,2,1,,,,,dmr_ij
4/24/2013,,IDSH13015,241,224,193,249,2,5,1,4,,,,,dmr_ij
4/24/2013,,IDSH13017,239,215,183,251,2,5,1,4,,,,,dmr_ij
4/24/2013,,IDSH13016,264,240,209,289,2,,1,4,,,,,dmr_ij
2/14/2014,,IDSH14001,409,368,312,1234,2,5,3,4,,,,,dmr_ij
2/24/2014,,IDSH14002,530,486,428,2932,2,1,6,4,,,,,dmr_ij
3/19/2014,,IDSH14003,485,442,381,2420,2,3,5,3,234,,,,dmr_ij
3/20/2014,,IDSH14004,249,223,194,256,2,5,2,1,,,,,dmr_ij
3/20/2014,,IDSH14008,327,302,258,536,2,5,2,1,,,,,dmr_ij
3/20/2014,,IDSH14009,222,204,170,194,3,5,1,4,,,,,dmr_ij
3/20/2014,,IDSH14010,329,300,257,535,2,5,1,4,,,,,dmr_ij
3/20/2014,,IDSH14005,239,218,189,245,2,5,2,4,,,,,dmr_ij
3/20/2014,,IDSH14006,241,220,187,264,2,5,1,4,,,,,dmr_ij
3/20/2014,,IDSH14007,305,278,239,548,2,5,2,4,,,,,dmr_ij
4/23/2014,,,239,218,189,272,3,,,,,,,,dmr_ij
5/15/2014,,IDSH14011,176,163,142,108,3,5,1,4,,,,,dmr_ij
8/14/2014,,IDSH14012,206,191,163,184,2,5,1,2,,,,,dmr_ij
8/14/2014,,IDSH14013,395,353,309,1028,1,2,7,2,,,,,dmr_ij
8/20/2014,,IDSH14014,223,205,169,209,2,5,1,4,,,,,dmr_ij
10/10/2014,,IDSH14015,445,410,352,1542,2,2,5,4,,,,,dmr_ij
10/27/2014,,,409,409,316,1141,2,2,,,,,,,dmr_ij
11/19/2014,,IDSH14016,380,341,304,1024,2,5,4,3,,,,,dmr_ij
11/20/2014,,IDSH14017,305,280,235,544,2,1,,,,,,,dmr_ij
11/20/2014,,IDSH14018,385,354,304,1049,2,2,5,1,11,,,,dmr_ij
1/12/2015,,IDSH15001,375,340,292,1087,2,2,2,3,,,,,dmr_ij
1/20/2015,,IDSH15002,445,404,357,1639,2,3,5,4,14,,,,dmr_ij
2/10/2015,,IDSH15003,346,309,261,705,2,2,3,4,4,,,,dmr_ij
2/10/2015,,IDSH15004,449,408,347,1656,2,2,5,1,17,,,,dmr_ij
3/2/2015,,IDSH15005,385,354,302,1068,2,3,2,4,,,,,dmr_ij
3/16/2015,,IDSH15006,452,412,344,1575,1,,5,4,55,,,,dmr_ij
3/16/2015,,IDSH15007,335,312,255,599,2,2,2,4,,,,,dmr_ij
3/20/2015,,IDSH15008,420,382,321,1201,1,3,3,4,46,,,,dmr_ij
3/20/2015,,IDSH15009,501,454,392,2179,1,3,4,4,50,,,,dmr_ij
3/20/2015,,IDSH15010,484,446,387,2335,2,3,4,4,135,,,,dmr_ij
3/20/2015,,,398,362,313,1420,2,3,,,102,,,,dmr_ij
3/20/2015,,,394,356,309,1193,1,3,,,26,,,,dmr_ij
3/20/2015,,,411,376,274,1329,1,3,,,27,,,,dmr_ij
3/20/2015,,,462,423,369,1838,1,3,,,47,,,,dmr_ij
3/20/2015,,IDSH15011,414,373,316,1188,1,3,3,1,23,,,,dmr_ij
4/1/2015,,IDSH15012,245,223,185,252,2,2,2,1,,,,,dmr_ij
4/20/2015,,IDSH15013,320,288,251,551,2,2,2,3,,,,,dmr_ij
9/10/2015,,IDSH15014,384,358,293,1114,1,2,2,4,,,,,dmr_ij
10/16/2015,,IDSH15015,130,121,100,45,2,5,,,,,,,dmr_ij
11/19/2015,,IDSH15016,311,286,237,474,2,2,,,,,,,dmr_ij
12/8/2015,,IDSH15017,330,299,267,609,2,5,2,4,,,,,dmr_ij
1/13/2016,,IDSH16001,409,366,316,1217,2,2,4,4,11,,,,dmr_ij
2/10/2016,,,480,436,380,2092,2,3,,,44,,,,dmr_ij
2/17/2016,,IDSH16002,445,404,354,1450,1,3,4,4,,,,,dmr_ij
2/25/2016,,IDSH16003,426,385,328,1423,1,2,3,4,,,,,dmr_ij
3/22/2016,,IDSH16006,372,344,283,823,2,2,3,4,,,,,dmr_ij
3/24/2016,,IDSH16004,386,354,301,892,1,2,3,4,,,,,dmr_ij
3/28/2016,,IDSH16005,430,388,331,1292,3,5,4,4,,,,,dmr_ij
4/6/2016,,IDSH16007,302,282,227,468,2,2,2,3,,,,,dmr_ij
4/19/2016,,IDSH16008,381,346,314,1107,2,2,2,4,,,,,dmr_ij
5/9/2016,,,380,380,295,970,2,2,,,,,,,dmr_ij
8/4/2016,,IDSH16009,511,458,402,2138,1,2,5,4,6,,,,dmr_ij
8/4/2016,,IDSH16010,415,376,323,1332,1,2,4,4,,,,,dmr_ij
11/18/2016,,IDSH16011,501,455,392,1925,2,3,5,4,15,,,,dmr_ij
12/12/2016,,,386,347,300,1004,2,2,,,,,,,dmr_ij
12/12/2016,,IDSH16012,442,397,342,1602,2,2,5,4,7,,,,dmr_ij
12/12/2016,,IDSH16013,460,419,364,1672,1,3,5,3,6,,,,dmr_ij
12/12/2016,,IDSH16014,428,383,329,1297,2,3,4,4,6,,,,dmr_ij
12/12/2016,,IDSH16015,384,345,300,1031,1,2,3,4,,,,,dmr_ij
12/20/2016,,IDSH16017,501,454,408,1948,2,2,6,4,,,,,dmr_ij
12/27/2016,,IDSH16016,454,427,380,1824,1,2,5,4,,,,,dmr_ij
3/2/2004,,SH84,491,449,392,1999.2,2,5,,,,,,,gcrl_ij
3/15/2004,,SH95,476,432,378,2187.7,2,6,,,,,,,gcrl_ij
3/15/2004,,SH94,405,366,318,1044.8,1,8,,,,,,,gcrl_ij
4/5/2004,,SH127,295,267,224,471.9,1,3,,,,,,,gcrl_ij
4/22/2004,,SH135,321,296,250,642.7,2,8,,,,,,,gcrl_ij
4/23/2004,,SH136,430,398,336,1418.9,2,2,,,,,,,gcrl_ij
5/17/2004,,SH141,294,269,225,405.4,2,11,,,,,,,gcrl_ij
8/9/2004,,SH166,294,265,227,390.4,2,1,,,,,,,gcrl_ij
8/12/2004,,SH167,249,235,194,278.8,3,,,,,,,,gcrl_ij
9/28/2004,,SH172,234,213,180,230,2,2,,,,,,,gcrl_ij
11/4/2004,,SH182,263,238,201,300.4,2,1,,,,,,,gcrl_ij
12/15/2004,,SH207,416,381,330,1213.9,2,3,,,,,,,gcrl_ij
12/15/2004,,SH208,461,410,360,1678.2,2,3,,,,,,,gcrl_ij
1/11/2005,,SH209,423,,334,1434.7,2,,,,,,,,gcrl_ij
2/14/2005,,SH210,525,468,412,2613.4,1,9,,,,,,,gcrl_ij
2/14/2005,,SH211,555,509,446,2983.8,1,9,,,,,,,gcrl_ij
2/16/2005,,SH212,374,332,295,873.9,2,3,,,,,,,gcrl_ij
2/16/2005,,SH213,275,246,212,376,2,3,,,,,,,gcrl_ij
2/16/2005,,SH216,221,200,171,183.3,3,,,,,,,,gcrl_ij
2/16/2005,,SH214,232,211,180,215.3,3,,,,,,,,gcrl_ij
2/16/2005,,SH215,414,375,324,1193.1,1,3,,,,,,,gcrl_ij
2/22/2005,,SH218,385,350,303,924.2,1,2,,,,,,,gcrl_ij
2/22/2005,,SH217,284,259,220,372.4,1,3,,,,,,,gcrl_ij
3/24/2005,,SH0220,355,320,274,705.1,1,3,,,,,,,gcrl_ij
4/28/2005,,SH0231,425,391,330,1195.1,1,8,,,,,,,gcrl_ij
5/16/2005,,SH232,405,370,318,1086.1,1,11,,,,,,,gcrl_ij
11/29/2005,,SH0264,470,420,365,1573.8,2,2,,,,,,,gcrl_ij
12/6/2005,,SH0273,446,401,349,1329.1,2,2,,,,,,,gcrl_ij
12/7/2005,,SH0274,458,414,360,1825.1,2,2,,,,,,,gcrl_ij
12/12/2005,,SH0275,335,301,262,625.4,2,2,,,,,,,gcrl_ij
12/13/2005,,SH0277,430,385,334,1342.8,1,2,,,,,,,gcrl_ij
12/13/2005,,SH0276,477,439,378,1894.9,1,2,,,,,,,gcrl_ij
2/14/2006,,SH0288,350,319,275,818,1,3,,,,,,,gcrl_ij
11/10/2006,,,332,309,266,,,,,,,,,,gcrl_ij
11/10/2006,,,355,324,279,,,,,,,,,,gcrl_ij
12/12/2006,,,465,418,365,,,,,,,,,,gcrl_ij
12/12/2006,,,510,453,407,,,,,,,,,,gcrl_ij
2/22/2007,,SH0351,482,439,375,1847.6,1,3,,,,,,,gcrl_ij
2/22/2007,,SH0350,532,489,423,2575.7,2,3,,,,,,,gcrl_ij
3/7/2007,,SH0359,552,496,435,3422.8,1,8,,,,,,,gcrl_ij
6/20/2007,,SH0428,225,205,175,,3,,,,,,,,gcrl_ij
7/10/2007,,SH0429,433,395,340,1378.6,2,11,,,,,,,gcrl_ij
12/12/2007,,,337,,301,,,,,,,,,,gcrl_ij
12/12/2007,,,343,309,267,,,,,,,,,,gcrl_ij
2/29/2008,,SH0452,367,336,287,892,1,8,,,,,,,gcrl_ij
3/5/2008,,SH0453,260,239,202,303,2,2,,,,,,,gcrl_ij
3/10/2008,,SH0454,450,410,360,1541,1,9,,,,,,,gcrl_ij
