year,mo,dy,num,spec,set,area,mesh,fl,tl,wgt,sex,gonad,rings,mc,
2011,3,24,1,shd,pp,2B,4.5,368,409,1.33,M,,3,2,
2011,3,24,2,shd,pp,2B,5,344,380,1.12,M,,4,1,
2011,3,24,3,shd,pp,2B,5,352,389,1.03,F,6.45,4,1,
2011,3,24,4,shd,pp,2B,5,387,426,1.83,M,,4,1,
2011,3,24,5,shd,pp,2B,5.5,314,344,0.8,M,,4,1,
2011,4,28,1,shd,pl,3A,6,324,359,0.82,F,3.5,2,1,
2011,4,28,2,shd,pl,3A,6,302,334,0.62,M,,4,1,
2011,4,28,3,shd,pl,3A,6,289,316,0.64,F,1.4,2,2,
2011,4,29,1,shd,tl,4A,,285,306,0.58,U,,2,2,
2011,4,29,2,shd,tl,4A,,170,,0.14,U,,1,2,
2011,5,12,1,shd,pl,1C,4.5,250,278,0.38,F,1.02,2,2,
2011,5,12,2,shd,pl,1C,5,382,415,1.25,M,,4,2,
2011,5,12,3,shd,pl,1A,5,342,378,0.93,U,,3,2,
2011,5,24,1,shd,pl,2E,2.5,381,424,1.3,F,7.26,4,1,
2011,5,24,2,shd,pl,2E,2.5,319,349,0.82,M,,3,2,
2011,5,24,3,shd,pl,2E,2.5,329,351,0.84,F,3.69,4,2,
2011,5,24,4,shd,pl,2E,2.5,319,353,0.8,F,1.49,4,2,
2011,5,24,5,shd,pl,2A,5.5,260,289,0.48,F,1.16,3,1,
2011,5,24,6,shd,pl,2A,5.5,360,397,1.02,U,,4,1,
2011,5,24,7,shd,pl,2A,5.5,345,387,1,F,4.42,4,2,
2011,7,21,1,shd,pl,3A,2.5,290,316,0.62,F,1.66,2,2,
2011,8,3,1,shd,pl,4B,5.5,332,364,0.81,M,,3,2,
2011,8,3,2,shd,pl,4B,5.5,329,362,0.88,F,2.25,4,2,
2011,8,3,3,shd,pl,4B,6,404,446,1.54,F,9.04,4,2,
2011,8,18,1,shd,pl,3A,5,404,433,1.64,M,,5,2,
2011,9,14,1,shd,pl,3A,4.5,205,222,0.2,F,0.3,2,2,
2011,9,21,1,shd,pl,4C,5,367,404,1.24,F,7.9,4,2,
2011,9,23,1,shd,pp,3D,5,369,,1.1,F,5.9,4,3,
2011,10,12,1,shd,pl,1C,2,404,440,1.55,M,,4,3,
2011,10,13,1,shd,sn,1C,,364,406,1.325,F,8.5,4,2,
2011,10,25,1,shd,tl,3C,,389,434,1.47,M,,3,4,
2012,3,13,1,shd,pl,3B,5,358,378,1.1,M,,3,1,
2012,3,13,2,shd,pl,3D,5.5,349,390,1.02,F,,4,4,
2012,3,16,1,shd,pl,1B,5.5,324,354,0.78,M,,3,1,
2012,4,2,1,shd,pl,3A,4.5,235,261,0.32,U,,2,1,
2012,4,11,1,shd,pl,3C,5.5,384,421,1.2,F,,5,2,
2012,4,19,1,shd,pp,2C,2.5,375,419,1.16,F,,4,2,
2012,4,19,2,shd,pp,2C,2.5,422,473,1.92,M,,5,2,
2012,4,19,3,shd,pl,2C,5.5,405,449,1.54,M,,5,1,
2012,4,19,4,shd,pl,2C,5.5,373,419,1.18,F,,4,1,
2012,4,19,5,shd,pl,2C,5.5,349,385,1.02,M,,3,1,
2012,5,14,1,shd,pl,3A,6,426,462,1.76,M,,6,4,
2012,5,23,1,shd,ct,1C,,175,185,0.14,U,,1,4,
2012,5,23,2,shd,ct,1C,,154,160,0.1,U,,1,4,
2012,5,24,1,shd,pl,2E,2.5,381,424,1.3,F,7.26,,,
2012,5,24,2,shd,pl,2E,2.5,319,349,0.82,M,,,,
2012,5,24,3,shd,pl,2E,2.5,329,351,0.84,F,3.69,,,
2012,5,24,4,shd,pl,2E,2.5,319,353,0.8,F,1.49,,,
2012,5,24,5,shd,pl,2A,5.5,260,289,0.48,F,1.16,,,
2012,5,24,6,shd,pl,2A,5.5,360,397,1.02,U,,,,
2012,5,24,7,shd,pl,2A,5.5,345,387,1,F,4.42,,,
2012,5,29,1,shd,,3C,,217,240,0.28,U,,2,2,
2012,5,29,2,shd,,3C,,369,400,1.18,F,,5,2,
2012,5,29,3,shd,,3C,,383,420,1.38,M,,3,2,
2012,6,28,1,shd,pl,1B,2,355,393,0.98,F,1.45,3,2,
2012,6,28,2,shd,pl,1B,4.5,238,261,0.34,F,0.38,1,3,
2012,7,12,1,shd,pp,3A,2,435,482,1.88,F,7.44,5,2,
2012,8,14,1,shd,pp,1A,4,245,269,0.4,F,0.7,2,2,
2012,8,14,2,shd,pp,1A,4,242,265,0.32,F,0.68,2,1,
2012,8,14,3,shd,pl,1B,4.5,285,315,0.6,F,2.31,2,3,
2012,9,11,1,shd,pl,1C,4.5,355,386,1.16,U,,3,3,
2012,9,11,2,shd,pp,1C,2.5,132,143,0.06,U,,,,
2012,9,11,3,shd,ct,1B,,378,410,1.32,U,,3,3,
2012,9,11,4,shd,ct,1C,,144,154,0.08,U,,,,
2012,10,24,1,shd,pp,1B,3.5,290,320,0.68,F,1.52,1,3,
2012,10,24,2,shd,pp,1B,3.5,365,407,1.34,F,9.7,3,3,
2012,10,24,3,shd,pp,1B,4,325,359,0.8,F,5.43,2,3,
2012,10,24,4,shd,pp,1B,4,345,379,1.04,M,,2,3,
2012,10,24,5,shd,pp,1B,4,340,374,0.96,F,9.4,2,3,
2012,10,24,6,shd,pl,1A,6,365,404,1.2,F,5.46,2,3,
2012,11,4,1,shd,tl,3R,,337,364,0.88,F,,3,3,
2012,11,16,1,shd,pl,1A,5.5,461,507,2.34,M,,4,3,
2012,11,16,2,shd,pl,1A,6,411,460,1.5,U,,4,3,
2013,1,24,1,shd,pp,1B,2,408,,1.72,M,,3,3,
2013,1,24,2,shd,pp,1C,2.5,405,,1.56,U,,3,3,
2013,2,26,1,shd,pp,1E,3,370,,1.22,F,32.5,3,4,
2013,2,27,1,shd,pl,1A,3.5,396,,1.52,M,,3,4,
2013,2,27,2,shd,pl,1A,4.5,320,,0.68,F,2.55,2,4,
2013,2,27,3,shd,pl,1A,4.5,344,,0.9,M,,2,3,
2013,2,27,4,shd,pl,1A,4.5,359,,1.1,M,,2,3,
2013,4,16,1,shd,pl,2A,4.5,513,607,1.16,F,19.49,,,
2013,4,16,2,shd,pl,2A,5,406,440,1.44,M,,3,3,
2013,4,16,3,shd,pl,2A,5,391,435,1.38,F,91.84,4,1,
2013,4,16,4,shd,pl,2A,6,401,447,1.4,M,,6,1,
2013,4,16,5,shd,pl,2A,6,449,498,2.1,M,,6,1,
2013,4,16,6,shd,pl,2A,6,483,540,2.54,F,31.52,6,1,
2013,4,16,7,shd,pl,2A,6,419,466,1.74,F,31.33,6,1,
2013,4,29,3,shd,pp,2E,2,410,,1.45,F,30,4,2,
2013,4,30,1,shd,pl,1C,5,279,304,0.48,F,2.09,2,2,
2013,4,30,2,shd,pl,1C,5.5,283,305,0.56,U,,2,1,
2013,5,9,1,shd,pl,3D,5.5,335,369,0.84,M,,3,2,
2013,5,9,2,shd,pl,3D,5.5,349,388,0.96,U,,4,1,
2013,5,9,3,shd,pl,3D,6,312,348,0.72,F,3.42,3,1,
2013,5,9,4,shd,pl,3D,6,352,392,0.98,M,,5,1,
2013,5,20,1,shd,pp,1C,2,400,435,1.48,F,4.97,4,1,
2013,5,20,2,shd,pl,1C,5,384,427,1.32,F,6.44,3,1,
2013,7,30,1,shd,pl,1E,3.5,501,549,3.02,F,1.93,10,3,
2013,9,25,1,shd,pl,1A,5.5,312,344,0.78,M,,2,2,
2013,9,25,2,shd,pl,1A,6,308,332,0.76,U,,2,2,
2013,10,10,1,shd,pl,1A,5.5,345,398,1.38,F,,3,2,
2013,10,10,2,shd,pl,1A,5.5,365,399,1.26,F,,3,3,
2015,3,16,1,shd,pp,2E,3.5,495,537,3.38,F,281.79,7,4,
2015,3,16,2,shd,pp,2E,3.5,510,544,3.28,M,,16,4,
2015,3,16,3,shd,pp,2E,3.5,485,526,2.84,M,,6,3,
2015,3,17,1,shd,pl,1B,5,440,,0.5,F,125.17,4,4,
2015,4,2,1,shd,pp,1E,2.5,415,450,1.66,F,67.34,4,1,
2015,4,2,2,shd,pp,1E,3,422,454,1.92,F,117.74,3,4,
2015,4,2,3,shd,pp,1E,3,378,411,1.44,F,73.71,2,3,
2015,4,2,4,shd,pp,1E,3.5,380,419,1.3,M,,2,3,
2015,4,23,1,shd,pl,1B,5,273,303,0.5,F,2.35,1,4,
2015,4,23,2,shd,pl,1B,5.5,282,310,0.58,F,2.56,2,2,
2015,7,23,1,shd,pp,1A,2,280,308,0.5,U,,2,2,
2015,8,19,1,shd,pp,3A,2,262,287,0.44,F,1.05,2,3,
2015,8,24,1,shd,pp,2B,4,409,,1.66,F,8.55,4,3,
2015,8,24,2,shd,pl,2B,5.5,429,475,2.16,F,11.82,4,2,
2015,8,24,3,shd,pl,2B,6,368,406,1.38,F,5.63,3,3,
2015,8,24,4,shd,pl,2B,6,345,385,1.04,M,,3,3,
2015,8,24,5,shd,pl,2B,6,415,457,1.76,F,0.44,5,2,
2015,8,24,6,shd,pl,2B,6,305,,0.78,F,1.69,2,3,
2015,8,24,7,shd,pl,2B,6,395,445,1.6,M,,4,3,
2015,9,24,1,shd,pp,1C,2.5,413,461,2.02,M,,7,2,
2015,9,24,2,shd,pp,1C,3.5,402,455,2.1,M,,5,3,
2015,9,24,3,shd,pl,1C,6,439,484,2.18,M,,4,3,
2015,9,24,4,shd,pl,1C,6,410,456,2.1,M,,3,3,
2015,9,25,1,shd,pl,1A,5,350,359,0.86,M,,2,3,
2015,10,28,1,shd,pl,1D,6,426,471,1.96,F,23.97,4,3,
2015,10,28,2,shd,pl,1D,6,401,447,1.52,M,,3,3,
2015,11,2,1,shd,pp,1B,2,455,499,2.4,F,12.76,3,3,
2015,11,3,1,shd,pl,2C,6,456,499,2.54,F,22.31,8,3,
2015,11,5,1,shd,tl,4A,,364,401,1.074,M,,4,3,
2016,2,8,1,shd,tl,4A,,282,306,0.5346,F,2,1,3,
2016,2,18,1,shd,tl,1E,2,455,504,2.8,F,33.56,4,3,
2016,2,29,1,shd,pp,2E,4,490,543,2.98,M,,5,4,
2016,3,14,1,shd,pp,2B,2,451,501,1.98,M,,5,4,
2016,3,28,1,shd,pp,1B,2,381,410,1.36,F,10.83,2,4,
2016,3,28,2,shd,pp,1B,2,360,407,1.08,F,2.86,2,4,
2016,5,11,1,shd,pp,2C,2,422,454,2.02,F,12.05,,,
