DATE,Month,Number,TL,FL,SL,WGHT,SEX,Gross Mat,AGE,M_CODE,gonad wt,OFBW,GSI,histo class,Dev subclass
4/20/2007,4,AP347,468,425,375,1726.9,1,9,,,2.60,1724.30,0.150785826,,
4/20/2007,4,AP350,472,432,380,1818.7,1,8,,,2.20,1816.50,0.121112029,,
4/20/2007,4,AP351,490,439,385,2001.3,1,9,,,3.80,1997.50,0.190237797,,
5/7/2004,5,AP086,397,360,304,1017.9,1,4,5,5,2.60,1015.30,0.256081946,3,4
5/7/2004,5,AP087,411,373,317,1197.1,1,8,4,3,0.30,1196.80,0.025066845,4,4
5/16/2005,5,AP166,405,370,318,1086.1,1,11,4,,1.00,1085.10,0.092157405,6,
5/30/2006,5,AP260,371,333,283,918.6,1,11,3,4,0.30,918.30,0.032669062,6,
5/30/2006,5,AP261,415,374,319,1265.0,1,11,3,4,0.50,1264.50,0.039541321,6,
6/23/2005,6,AP167,295,274,236,447.4,1,11,2,,0.10,447.30,0.02235636,6,
6/23/2005,6,AP169,434,390,342,1289.1,1,10,8,,0.80,1288.30,0.062097338,6,
6/28/2005,6,AP170,276,255,214,381.2,1,-1,2,,0.10,381.10,0.026239832,6,
6/30/2005,6,AP172,427,388,338,1317.4,1,9,2,,1.10,1316.30,0.083567576,6,
7/30/2004,7,AP095,360,330,284,855.7,1,11,2,5,0.50,855.20,0.058465856,6,
7/3/2005,7,AP177,503,457,396,2167.3,1,9,5,,3.50,2163.80,0.161752473,6,
7/22/2005,7,AP178,416,378,325,1217.7,1,11,8,,0.70,1217.00,0.057518488,6,
7/27/2005,7,AP179,94,81,54,131.3,1,1,1,,0.00,131.30,,,
8/3/2004,8,AP096,392,353,304,959.1,1,11,2,6,1.00,958.10,0.104373239,6,
8/9/2004,8,AP102,294,265,227,390.4,1,1,2,4,0.40,390.00,0.102564103,6,
9/1/2004,9,AP103,340,308,261,696.0,1,11,5,3,0.40,695.60,0.057504313,2,
9/6/2006,9,AP265,401,358,306,1063.9,1,11,4,4,0.10,1063.80,0.009400263,5,
9/21/2006,9,AP266,423,383,332,1300.0,1,11,3,4,1.00,1299.00,0.076982294,5,
9/30/2004,9,AP108,420,380,334,1243.7,1,2,4,5,7.40,1236.30,0.59856022,6,
10/20/2004,10,AP110,385,349,300,982.7,1,2,4,4,0.80,981.90,0.081474692,2,
10/27/2005,10,AP191,417,373,320,1423.8,1,6,2,,1.20,1422.60,0.084352594,2,1
10/21/2004,10,AP112,359,325,274,689.8,1,2,4,5,0.80,689.00,0.116110305,3,1
10/21/2004,10,AP113,400,374,321,1011.8,1,3,5,4,0.05,1011.75,0.004941932,3,2
10/29/2004,10,AP115,360,329,280,903.6,1,2,2,5,2.50,901.10,0.277438686,3,2
10/29/2004,10,AP116,272,247,212,367.1,1,1,1,6,0.40,366.70,0.109080993,3,2
10/27/2005,10,AP187,382,348,304,864.8,1,6,3,,1.00,863.80,0.115767539,3,1
10/27/2005,10,AP192,345,312,269,742.5,1,4,2,,0.80,741.70,0.107860321,3,1
10/31/2005,10,AP193,451,410,354,1533.4,1,2,6,,0.40,1533.00,0.026092629,3,1
10/31/2005,10,AP195,357,321,275,910.9,1,2,2,,0.10,910.80,0.010979359,3,1
11/29/2004,11,AP128,425,389,336,1348.6,1,2,5,4,0.60,1348.00,0.044510386,2,
11/4/2004,11,AP117,263,238,201,300.4,1,1,2,5,0.05,300.35,0.016647245,3,1
11/29/2004,11,AP119,415,378,331,1273.5,1,3,3,6,0.30,1273.20,0.023562677,3,2
11/29/2004,11,AP123,375,336,291,948.2,1,2,5,5,0.60,947.60,0.063317856,3,1
11/29/2004,11,AP124,405,368,312,1210.0,1,2,2,5,0.50,1209.50,0.041339396,3,1
11/29/2004,11,AP125,416,375,324,1235.7,1,2,2,6,0.50,1235.20,0.040479275,3,1
11/29/2004,11,AP126,411,370,323,1072.5,1,2,4,6,0.40,1072.10,0.037309952,3,1
11/30/2005,11,AP201,465,421,362,1709.4,1,2,6,,0.40,1709.00,0.0234055,3,1
11/30/2005,11,AP203,528,480,422,2598.4,1,2,6,,0.60,2597.80,0.023096466,3,
11/29/2004,11,AP118,395,357,310,1026.6,1,3,3,6,0.70,1025.90,0.068232771,,
12/6/2004,12,AP141,295,270,231,404.7,1,2,3,,0.20,404.50,0.049443758,2,
12/15/2003,12,AP001,375,340,287,987.1,1,4,3,4,2.30,984.80,0.233549959,3,2
12/16/2003,12,AP004,384,348,296,1020.2,1,4,3,5,3.00,1017.20,0.294927251,3,2
12/16/2003,12,AP005,405,365,312,1059.6,1,4,4,6,3.20,1056.40,0.302915562,3,1
12/16/2003,12,AP006,448,408,350,1477.7,1,3,3,4,1.80,1475.90,0.121959482,3,1
12/17/2003,12,AP008,454,406,352,1772.7,1,6,4,6,8.00,1764.70,0.453334844,3,3
12/17/2003,12,AP010,461,413,361,1676.5,1,4,4,6,6.00,1670.50,0.3591739,3,2
12/17/2003,12,AP012,416,375,323,1211.2,1,2,3,5,1.40,1209.80,0.115721607,3,1
12/17/2003,12,AP014,484,437,380,1692.3,1,2,4,6,1.20,1691.10,0.07095973,3,1
12/3/2004,12,AP132,445,406,354,1523.6,1,2,4,,1.70,1521.90,0.111702477,3,1
12/3/2004,12,AP133,416,372,330,1259.2,1,2,4,,1.60,1257.60,0.127226463,3,2
12/6/2004,12,AP136,395,360,311,1006.7,1,2,4,,0.10,1006.60,0.009934433,3,4
12/6/2004,12,AP137,472,415,364,1774.7,1,2,3,,0.50,1774.20,0.028181716,3,1
12/6/2004,12,AP138,424,385,330,1244.4,1,2,4,,0.10,1244.30,0.008036647,3,1
12/12/2005,12,AP208,335,301,262,625.4,1,2,2,,0.20,625.20,0.031989763,3,1
12/13/2005,12,AP209,477,439,378,1894.9,1,2,5,,0.50,1894.40,0.026393581,3,1
12/20/2005,12,AP211,483,446,405,2361.8,1,3,5,,8.20,2353.60,0.348402447,3,4
12/20/2005,12,AP212,441,404,356,1413.3,1,2,6,,1.60,1411.70,0.113338528,3,3
12/20/2005,12,AP214,542,491,448,2650.7,1,2,3,,,2650.70,,3,1
12/20/2005,12,AP215,446,406,360,1334.8,1,2,6,,0.80,1334.00,0.059970015,3,1
12/15/2006,12,AP270,498,448,392,2340.0,1,3,3,4,1.30,2338.70,0.055586437,3,1
12/15/2006,12,AP272,474,425,372,1760.0,1,3,3,5,0.50,1759.50,0.028417164,3,2
12/17/2003,12,AP009,482,441,386,2027.0,1,8,4,6,4.50,2022.50,0.22249691,4,3
12/3/2004,12,AP134,524,475,415,2205.6,1,2,5,,1.10,2204.50,0.049897936,5,
12/6/2004,12,AP135,325,294,245,580.2,1,2,2,,0.10,580.10,0.017238407,6,
12/6/2004,12,AP140,260,235,200,316.4,1,1,1,,0.10,316.30,0.031615555,6,
12/13/2005,12,AP210,430,385,334,1342.8,1,2,5,,0.20,1342.60,0.01489647,,
